pair_id,AF3-SHAP12,ESM-2,ESM-3,ESM-C,AF3-SHAP12+ESM-2,AF3-SHAP12+ESM-3,AF3-SHAP12+ESM-C
pos_p01108_q9wv60,0.076481365,0.34954345,0.5236913,0.10485356,0.046225116,0.60716444,0.0031347584
pos_q9r1e0_q8bgw1,0.07894535,0.006693092,0.017297883,0.019558912,0.046854667,0.18057612,0.2483509
pos_q8ciz9_q91va6,0.669476,0.007596535,0.23947486,0.10514585,0.08659726,0.22648585,0.14218687
pos_o70252_p07901,0.47825173,0.035745062,0.037207447,0.18009521,0.03265648,0.10528278,0.03122871
pos_q6nzm9_q8cgy8,0.47094753,0.42941156,7.218864e-4,0.029809168,0.08199863,0.100852065,0.032350637
pos_p29754_p70180,0.677143,0.050629284,0.14938919,0.1542864,0.6267634,0.28704026,0.40461126
pos_p23242_q6ns57,0.2519506,0.07461458,0.07453754,0.07816428,0.07422164,0.29749635,0.021354564
pos_p11798_q9wtu6,0.58247566,0.8378459,0.97615266,0.70941633,0.873856,0.88373023,0.7597046
pos_q04207_q8vhl1,0.1617927,0.17424259,0.23868163,0.43944326,0.08438312,0.5407586,0.34200087
pos_e9q9k8_a0a0r4j1m7,0.07712869,0.3412838,0.23143403,0.9419236,0.40281114,0.26577923,0.85119736
pos_q9cs84_q91yd1,0.3086883,0.8849765,0.48972955,0.45141914,0.7154845,0.49904707,0.14216019
pos_q99m02_q8bx10,0.47260013,0.054340973,0.007165889,0.03038937,0.095044956,0.32526007,0.20189501
pos_p29352_q9wun2,0.2738517,0.5487722,0.83516896,0.1463865,0.213961,0.46799257,0.13887821
pos_p47811_p01108,0.26402986,0.30790854,0.46249232,0.33562937,0.40227318,0.5868682,0.36600533
pos_p31750_q61037,0.27326643,0.36800134,0.27936724,0.8417853,0.47335714,0.45342505,0.61253786
pos_q9eqx0_p37238,0.013887005,0.0030107084,0.075299025,0.24780823,0.0015199591,0.10868032,0.2830573
pos_p30728_q8r3r8,0.17319666,0.08204143,0.12940834,0.9366015,0.10949802,0.38905877,0.9227631
pos_q8r4b8_q6r5n8,0.5491836,0.54963094,0.90293944,0.864768,0.71298206,0.41747496,0.8169514
pos_q9wvj9_p11835,0.5965062,0.60426,0.5759891,0.54844284,0.7628934,0.662856,0.71551096
pos_p28474_q6ns57,0.18894252,0.0037138457,0.11653574,0.1240886,0.009177298,0.3068362,0.048427224
pos_p11798_p18760,0.2200733,0.14472571,0.8859592,0.46578696000000003,0.18620305,0.84255344,0.3816446
pos_q6phz2_q9wv60,0.35672265,0.8947687,0.9045233,0.8971374,0.8183969,0.880637,0.34179735
pos_q62432_q8cfu8,0.35535794,0.08597698,0.12792604,0.20551138,0.005248181,0.22060618,0.023996346000000002
pos_q8c5g2_q9r0y8,0.74868727,0.005788251,0.5028301,0.25951964,0.25638115,0.32399976,0.7304531
pos_p07724_q9z0j4,0.7227204,0.07819641,0.18266305,0.0053393724,0.111015216,0.13063087,0.008476823
pos_p47746_q9d8t2,0.5648996,0.0067006126,0.21520747,0.2677158,0.056337155,0.10891811,0.41515487
pos_o08586_p02340,0.6901391,0.44873297,0.13820629,0.8766238,0.1686024,0.44270816,0.6450709
pos_p97820_q571h0,0.4993635,0.041599896,0.19174367,0.11021457,0.034834735,0.24111626,0.07460128
pos_q3u034_p35383,0.6823023,0.015399039,0.030569507,0.021807617,0.16642812,0.28638813,0.24854991
pos_q5drq8_p63139,0.68879414,0.0672542,0.5772733,0.7980858,0.5057748,0.2954157,0.9576694
pos_p48168_o35718,0.50867033,0.9323427,0.76164675,0.79478115,0.9270067,0.5824647,0.36581355
pos_p08414_q5suv5,0.51915306,0.9640674,0.9937,0.9475331,0.9076475,0.76274157,0.90509355
pos_q9d7b7_q6zqm7,0.6852955,0.40736562,0.40055203,0.69040567,0.49406394,0.17186254,0.66551155
pos_q6ns57_p25119,0.23606193,0.5979061,0.042000443,0.098409995,0.07171977,0.2798913,0.032392453
pos_q07797_q61790,0.41593203,0.5263896,0.13837394,0.8929567,0.23567824,0.21432859,0.24187393
pos_q5gig6_p19123,0.24629955,0.9267474,0.38297632,0.39013386,0.6807421,0.5754164,0.8340267
pos_p29754_p30554,0.81739545,0.99014693,0.8881045,0.8919553,0.991691,0.5051532,0.98855376
pos_p26450_p42227,0.20371594,0.894752,0.97815734,0.6253725,0.92266256,0.81825244,0.5269043
pos_q9eq32_a3kgf7,0.230538,0.469881,0.7370459,0.9087081,0.2862909,0.5674181,0.72113293
pos_p42703_q9qum4,0.65052557,0.97273195,0.72690904,0.9129573,0.8872988,0.50729674,0.839768
pos_q62120_p34152,0.4023423,0.99353033,0.98642355,0.9612897,0.97295886,0.8764368,0.99265796
pos_o35215_q62432,0.24417055,0.05730886,0.056727238,0.114823274,0.024278013,0.12952411,0.010670154
pos_p31750_q9z2d6,0.07816089,0.5695782,0.06364188,0.95951676,0.09787767,0.5066417,0.5891397
pos_q91vn0_p22724,0.088102795,0.7968732,0.03264482,0.4503228,0.3453216,0.33035848,0.2046179
pos_p16056_q8r3g9,0.33527705,0.8739668,0.5897035,0.6012244,0.7455152,0.39162084,0.6071897
pos_p97305_q8cgy8,0.21577689,0.29046634,0.003929886,0.52149653,0.13132758,0.17793909,0.078300186
pos_q02248_q9z206,0.4264691,0.7143977,0.44825226,0.80257595,0.8986039,0.6878771,0.90957487
pos_q9z0f8_q3tbl6,0.3160521,0.012667841000000001,0.14926927,0.12163873,0.026946843,0.08644063,0.014559039
pos_p48302_p04202,0.72569466,0.56450987,0.38418567,0.79596174,0.8495649,0.20595838,0.78535366
pos_q6kcd5_q61164,0.01823412,0.068463676,0.09318524,0.79105586,0.57911664,0.3555433,0.80843174
pos_q9r1e0_p09242,0.07260546,0.006564622,2.7243057e-4,0.117441475,0.10322865,0.18390758,0.28806096
pos_q9wu78_q61187,0.2936153,0.9127112,0.59747714,0.40420887,0.7556014,0.53058696,0.18308364
pos_p97295_p49650,0.7792566,0.99578,0.5978863,0.8228412,0.9951042,0.52365506,0.8694604
pos_q60994_p61168,0.41502902,0.9239022,0.22700813,0.8419106,0.7595277,0.4007416,0.91295046
pos_q8bmt4_q923e4,0.4356048,0.025839271,0.061108526,0.1878969,0.080074444,0.1630902,0.028632319
pos_q6ns57_p97298,0.1974237,0.0050831395,0.022782966,0.097372,0.09373006,0.16400626,0.080066495
pos_q543v3_q8cgy8,0.22616117,0.1333377,0.13781191,0.18211764,0.10242403,0.5444438,0.0543802
pos_q9jhw9_o08762,0.35282084,0.2759774,0.015876273,0.23264466,0.22944725,0.34111008,0.6860445
pos_q9qxh4_q60929,0.11664014,0.026378458,0.2677867,0.8229205,0.08486968,0.24427521,0.619972
pos_q9est8_q8bhb0,0.2951637,0.7347784,0.27004248,0.50575346,0.76040095,0.32192564,0.4818694
pos_q99ld8_p23242,0.3961137,0.022139201,0.28165027,0.032202445,0.018727152,0.35368115,0.17421071
pos_q71ri9_q9dbj3,0.19494271,0.0015391317,0.0014050102,0.03610849,0.0027389745,0.25419265,0.013951334
pos_o88351_q9est8,0.4703292,0.6054778,0.54156286,0.6234339,0.4239923,0.4939003,0.6438394
pos_q91xl1_q64729,0.75639147,0.93190104,0.033517443,0.61948633,0.96556807,0.66490275,0.60408276
pos_q64143_o08586,0.14647692,0.93068147,0.7873346,0.6332134,0.20509298,0.8301409,0.23255792
pos_p22646_p06332,0.116863035,0.8677624,0.71841174,0.91193664,0.45315373,0.42941433,0.82360506
pos_q923e4_q925i4,0.18384148,0.03223409,0.31877264,0.32535774,0.36406937,0.14002472,0.3205489
pos_q80u63_p05132,0.3288824,0.48109013,0.19789876,0.15928395,0.61346287,0.48958635,0.42744964
pos_q6ygz1_p26450,0.17389597,0.052674055,0.3416976,0.5718042,0.32588032,0.32101005,0.40920445
pos_p61014_p16054,2.807146e-5,0.049952563,0.07574072,0.21791755,0.015491971,0.18741372,0.017378418
pos_q80w65_p42227,0.7230656,0.05613185,0.75652295,0.27136022,0.2093995,0.37530845,0.18076892
pos_q61324_p00186,0.077843815,0.1432225,0.048248067,0.38398674,0.6746639,0.29956126,0.27104792
pos_p79621_q7tnk1,0.2748912,0.75382996,0.3231049,0.79266524,0.65549535,0.20947364,0.315963
pos_a0a0a6yvp0_q9cpv9,0.41620606,0.958936,0.45823812,0.43076733,0.98897386,0.5983903,0.21769345
pos_p18762_q9qyt7,0.52460355,0.16602494,0.1226547,0.37089074,0.32109255,0.11066243,0.49647915
pos_q9jia7_p42227,0.59086055,0.40523994,0.63525325,0.46595114,0.8533675,0.5939685,0.4225738
pos_j3qn27_b2rps7,0.7183018,0.9182059,0.70321834,0.6703579,0.7899846,0.5195334,0.3168425
pos_q3u034_p29754,0.64152366,0.0036560786,0.05291261,0.017291505,0.11858766,0.30060878,0.17060003
pos_p29754_q9jhi8,0.65039706,0.6730379,0.29137596,0.38836494,0.956162,0.33862033,0.64482987
pos_q05769_p42225,0.85331684,0.065718606,0.18499094,0.4873198,0.8168149,0.393702,0.82757384
pos_q9r0h5_q9epk8,0.05246056,0.009925739,0.016104778,0.14472046,0.013722604,0.16116256,0.1572861
pos_q8k4b2_q9quk6,0.5857696,0.4029038,0.24585909,0.73198456,0.93208414,0.3567095,0.9208355
pos_p42225_p48025,0.6972548,0.86092085,0.96753466,0.26394203,0.984766,0.8705039,0.45114255
pos_p11103_q60596,0.27395523,0.59280497,0.8691177,0.6826332,0.51475066,0.5610748,0.587062
pos_q8bwt1_q9wvh3,0.032107227,0.013370576,0.012056817,0.043325327,0.0013924342,0.15055072,5.314076e-4
pos_p20263_q9dbh0,0.1634517,0.827005,0.46655414,0.11087129,0.35681257,0.48633772,0.082397446
pos_q8cgy8_q61143,0.64553636,0.38764444,0.04468079,0.025377803,0.5109352,0.3675104,0.093739636
pos_p97857_o35536,0.31044787,0.67577684,0.89295286,0.6069039,0.68615556,0.55844367,0.59616745
pos_o08529_q62165,0.25622445,0.3862167,0.09305497,0.25843596,0.054542717,0.39550042,0.08832935
pos_o70145_p97298,0.16363043,0.1152726,0.18973447,0.88683045,0.6993851,0.40654442,0.5606561
pos_q5hzj0_e9q368,0.3056017,0.0078750225,0.075212814,0.015908303,0.04252467,0.035430655,0.024903812
pos_p70663_p21981,0.14869517,0.27722526,0.024778144,0.028135272,0.040696602,0.27599812,0.16000998
pos_q9jia7_p39429,0.30665705,0.55147535,0.35101676,0.6357958,0.61953264,0.46519673,0.24149288
pos_p19783_p16054,0.161256,8.598647e-5,0.005003801,0.03967012,0.00801403,0.30963975,0.06818894
pos_q5d0e0_a0a1y7vnz6,0.19793789,0.6072789,0.9374174,0.08968864,0.34720254,0.62524056,0.06564982
pos_q9qy05_p48356,0.051829368,0.70209426,0.19120502,0.056356255,0.20095241,0.20470034,0.32719356
pos_o08759_a2a7a1,0.32089058,0.029407522,0.24213986,0.3415374,0.16724609,0.29839954,0.0074351933
pos_p11404_p37238,0.2741134,0.2678162,0.031355605,0.79726875,0.13962688,0.22854447,0.21075852
pos_q9qur7_q8bun5,0.4567253,0.18650055,0.14306884,0.88929915,0.08848495,0.3944114,0.18261771
pos_o88572_q924a0,0.11636108,0.080443956,0.0459663,0.4249444,0.078948766,0.4802739,0.030296404
pos_q9z0j4_p04202,0.21829103,0.033144128,0.41602173,0.08334534,0.054813277,0.17756282,0.05600509
pos_q9d3f7_q8bg60,0.381962,0.0154033275,0.23468556,0.31923994,0.02553935,0.14009103,0.3364362
pos_q62386_q8r4b8,0.17024255,0.32023892,0.484096,0.71613187,0.2697308,0.16634639,0.31144032
pos_p11103_q9dbh0,0.5369661,0.24122392,0.7368501,0.38735554,0.18295455,0.61840206,0.50653714
pos_p97484_q99pi8,0.6511838,0.91755337,0.7928173,0.42927295,0.8721556,0.52620256,0.19490984
pos_q99p51_q14b46,0.2867713,0.9902282,0.3395077,0.58295983,0.90744376,0.33074236,0.17989662
pos_p09055_q9qur8,0.13121986,0.78562087,0.89338297,0.733722,0.87501174,0.54159015,0.20408626
pos_q9wv60_p30935,0.8238313,0.6003316,0.4079259,0.45066848,0.9534345,0.657927,0.13805626
pos_p63085_o08530,0.77892876,0.1651328,0.20920937,0.57594985,0.90275306,0.43393287,0.727012
pos_q9d3s5_q09014,0.36928406,0.34402403,0.028094051,0.7860079,0.42435333,0.14539675,0.6323496
pos_q571b6_p48428,0.2640208,0.002395591,0.1284642,0.30813468,0.016712852,0.12367929,0.26401478
pos_q60612_q3u034,0.5876132,0.22158441,0.0034562587,0.065911576,0.81996745,0.2704416,0.49523282
pos_q9jhi8_q91va6,0.639002,0.19888791,0.13422811,0.24105586,0.17934215,0.14894578,0.19442537
pos_p31750_p02340,0.63258594,0.5845344,0.116612025,0.664574,0.76469755,0.28478676000000003,0.5200171
pos_p31750_q00731,0.14046218,0.8793525,0.17030929,0.7979988,0.4468786,0.4788862,0.8441471
pos_q9z0x1_p11103,0.74989855,0.6107577,0.39760038,0.5820281,0.57280177,0.49330586,0.45316675
pos_q9cs84_p48787,0.20511171,0.060769238,0.008727182,0.5928243,0.3245248,0.16215874,0.25081572
pos_o70209_q9cq73,0.086463,0.594201,0.09768262,0.5512655,0.122497424,0.45336074,0.1809158
pos_q8ciz9_q9qun7,0.6459423,0.39084938,0.776733,0.1534964,0.6258133,0.36545458,0.25712764
pos_p41160_p34152,0.09370355,0.106103696,0.6072014,0.72953576,0.14900239,0.20630017,0.30409855
pos_q99ja0_o35427,0.23637171,0.0023724514,0.27709278,0.01967973,0.07417882,0.13125594,0.20875534
pos_q9quj7_a0a0r4izw5,0.29086542,0.8546151,0.08590275,0.48065343,0.6617507,0.4337967,0.70918936
pos_a0a0r4j096_p42227,0.36531925,0.6721892,0.5062287,0.82033855,0.2936551,0.46049944,0.9190926
pos_q8vcf1_q9cr16,0.87357926,0.13813068,0.017198635,0.15332457,0.2863491,0.3165861,0.20237862
pos_q9z0l4_q64279,0.15662721,0.0103548225,0.08447468,0.3084398,0.048164308,0.1121615,0.42924005
pos_p07901_q9ep69,0.43004176,0.20862447,0.34888607,0.18268473,0.27002582,0.30631623,0.29040283
pos_q91zz3_q8r4b8,6.8305957e-4,0.008410786,0.05122256,0.14896107,0.004400042,0.11431794,0.02548836
pos_q8r0f6_p31750,0.6980111,0.8848862,0.6191698,0.985704,0.8424949,0.71108943,0.875894
pos_p60755_p49650,0.26140082,0.93010557,0.22182186,0.4251282,0.8571456,0.51238704,0.2700475
pos_q60614_q3u034,0.6230518,0.21412483,0.0048735994,0.078120105,0.6449674,0.2457639,0.5786451
pos_p35235_p42227,0.71497715,0.97094584,0.85355073,0.74757814,0.79430616,0.7551972,0.9305836
pos_p49650_q9cpv9,0.66872096,0.9970282,0.8435043,0.66779244,0.9983468,0.45465636,0.6346772
pos_q8ci32_q99mq3,0.45498502,0.024757711,0.1029143,0.40641114,0.07355241,0.18474703,0.1932262
pos_q00322_q8vbv4,0.044671703,0.30810654,0.115367845,0.03571618,0.013283096,0.14482114,0.010710898
pos_q06335_q80w65,0.14949845,0.22508106,0.30329195,0.10882614,0.042074036,0.15491027,0.11529257
pos_q8k4b2_q9qun7,0.68189627,0.22548296,0.41650546,0.61664,0.7922961,0.4198735,0.7737668
pos_o55003_p56501,0.15083298,0.04627063,0.0011567153,0.11922539,0.018888159,0.061969332,0.0058200895
pos_o55222_q8bfp9,0.64969635,0.13334295,0.41677907,0.18933284,0.38099688,0.6318349,0.09966261
pos_q9wv60_o54890,0.5807872,0.027584238,0.15272862,0.30480665,0.6671793,0.3870981,0.11654801
pos_q7ts72_p51432,0.45112365,0.11059727,0.8500483,0.7973334,0.035882898,0.46084648,0.515285
pos_q91yi4_p47809,0.73741984,0.748891,0.34827998,0.7003786,0.6784588,0.53339285,0.50038236
pos_d3ku66_q9jjy3,0.6693743,0.017580753,0.021717526,0.09928158,0.4579665,0.059254516,0.19671434
pos_q99kr7_q60932,0.7478296,0.24417521,0.072373986,0.2634693,0.15367596,0.43499532,0.36837605
pos_q03963_q8r5f7,0.30133086,0.77537453,0.20675305,0.283624,0.64281213,0.48895833,0.54739475
pos_a0a0a0mqa2_p15066,0.08478183,0.16540614,0.04407101,0.062380586,0.005776343,0.1886474,0.005886993
pos_p29452_p70380,0.37327188,0.91308,0.46793994,0.90139306,0.6701659,0.42086056,0.8537822
pos_q61618_q3u034,0.6304791,0.13782026,0.007116127,0.08205484,0.61141014,0.2727109,0.4506522
pos_q7ts72_q704y3,0.33998668,0.17318514,0.051498156,0.7106453,0.050161358,0.31821695,0.46054855
pos_q64373_p60603,0.27636892,0.16277811,0.0041991184,0.016439902,0.010125201,0.041982275,0.089640565
pos_q9z0j4_o35074,0.3738358,0.086790934,0.04060484,0.15403081,0.45233965,0.11401334,0.25487897
pos_d3z3y1_q60769,0.33805707,0.0039531384,0.081344694,0.006830027,0.007833343,0.08490552,0.0037845836
pos_a0a0g2jgs4_p70313,0.36077917,0.26076037,0.16585553,0.20721157,0.12791613,0.3738119,0.16912887
pos_q60936_q9dcn2,0.44883078,0.66853064,0.2654107,0.190845,0.32986185,0.426065,0.14873473
pos_q60739_q99m31,0.16042627,0.32782465,0.1542068,0.29760188,0.085464284,0.29507816,0.24676871
pos_q64337_p58043,0.07838762,0.020254487,0.11656572,0.11963185,0.019072495,0.2250847,0.1404852
pos_p0c605_o70628,0.57455,0.7939412,0.41543737,0.7000116,0.76439136,0.5057146,0.7225201
pos_p11152_p98156,0.6388008,0.56550974,0.08780585,0.83980817,0.45445684,0.24942827,0.39174867
pos_p29351_p42227,0.78852534,0.9867821,0.8642371,0.7647102,0.8793069,0.7469596,0.9104568
pos_p20352_q9qur7,0.5243001,0.028517151,0.123231955,0.41902864,0.05711604,0.37284324,0.19448933
pos_p31750_o09110,0.57112294,0.99215066,0.9890492,0.9706439,0.9872881,0.7996543,0.9353067
pos_p31750_q99mq3,0.67795557,0.047495406,0.9739386,0.76056516,0.30348632,0.76590794,0.85547805
pos_q8cby8_q5bkp2,0.26262215,0.38213584,0.17168945,0.41575876,0.2663024,0.3692262,0.076758
pos_p18242_p97953,0.2982244,0.12204049,0.16988575,0.6164417,0.013567808,0.2564447,0.051252067
pos_q9jhi8_q91w90,0.13356474,0.6378758,0.3240925,0.15873379,0.15375106,0.3964449,0.0775802
pos_q9wv60_p07901,0.6509184,0.07145483,0.075038224,0.8075683,0.35589832,0.44716486,0.12649725
pos_o55143_q80u63,0.34272483,0.106471084,0.13541678,0.43162715,0.16797332,0.20544076,0.19245027
pos_p18893_p07750,0.7310984,0.2471398,0.12080903,0.09482578,0.036029115,0.055019017,0.120463446
pos_p26450_q99mb1,0.06857481,0.21618189,0.7510929,0.656066,0.3435288,0.38051635,0.14596392
pos_p60755_p48962,0.24803543,0.3754198,0.04785094,0.11857963,0.8499543,0.31854388,0.33006784
pos_q8ciz9_p04202,0.2758399,0.59681904,0.27641273,0.30553073,0.23531027,0.16864583,0.3076038
pos_q9eqg9_p70313,0.32021555,0.17941809,0.04374068,0.68398535,0.17943153,0.13411242,0.61660767
pos_q9cpu7_p63328,0.5918284,0.023678781,0.012899764,0.09577216,0.03123818,0.1697215,0.041505795
pos_p27548_o70138,0.34307095,0.73927444,0.11948733,0.52946544,0.67170227,0.3823957,0.34641337
pos_q64691_q5eg47,0.25313362,0.88957363,0.4597771,0.8249218,0.6378969,0.5793113,0.83502394
pos_q91yi4_q9z1e3,0.65250325,0.62629503,0.25337657,0.716307,0.68400437,0.2816664,0.5155059
pos_q99lh2_q6u7r4,0.30002838,0.097973734,0.054171458,0.15538548,0.11364965,0.16549364,0.031131295
pos_q71ri9_p05480,0.40116194,0.09615226,0.0018751464,0.7907722,0.7038748,0.48434773,0.95603865
pos_p11798_q9epk8,0.4104781,0.62178075,0.5094868,0.16469453,0.8408078,0.52952373,0.2696162
pos_p03930_q5eg47,0.021307932,0.16625737,0.16518681,0.9185523,0.6015315,0.61442703,0.85242796
pos_p98156_f6xzj7,0.053997487,0.09022144,0.02647314,0.18138635,0.044298876,0.13485491,0.03639625
pos_q9jhi8_p04202,0.4317813,0.8054571,0.23582985,0.19830512,0.6101254,0.19812119,0.4285249
pos_p31938_q8k4k4,0.64063454,0.9680393,0.972266,0.5744782,0.93814045,0.78104985,0.9224429
pos_q99ki0_p97481,0.12675235,0.005770228,0.05115562,0.0345868,0.022738364,0.23316923,0.04108094
pos_p50136_q640r3,0.35224715,0.122055344,0.07049332,0.10598337,0.28167358,0.09306754,0.39882666
pos_q8r4k2_p47811,0.5185864,0.9801466,0.9606455,0.9671464,0.9802388,0.8047134,0.98058814
pos_p51437_q64338,0.13845049,0.05924143,0.020009492,0.0948885,0.034510907,0.085948125,0.01371074
pos_p07901_p63085,0.40982857,0.07572993,0.119245015,0.71731114,0.5435255,0.54189223,0.63641995
pos_p08414_q9cxl1,0.3345038,1.2291239e-4,0.06784811,0.021884646,0.09076358,0.15379702,0.01753236
pos_p07901_p04202,0.37824327,0.006903446,0.09725363,0.31888244,0.011253848,0.07370464,0.05552569
pos_o54890_q9qxy9,0.36311364,0.32097328,0.20520653,0.1574959,0.18488362,0.12957168,0.11945397
pos_q02257_q3uij9,0.0403666,0.029346108,0.009038007,0.28663367,0.0060245837,0.082939364,0.12403224
pos_p13597_p42227,0.49588788,0.20756884,0.7825419,0.74461275,0.76426834,0.6700667,0.70237523
pos_p27656_p55065,0.841191,0.4632255,0.2356801,0.88118553,0.12052225,0.20473902,0.37512124
pos_p42227_p11983,0.61213416,0.43992832,0.028963586,0.6755826,0.48493284,0.46936345,0.33633974
pos_q80wv3_o35310,0.6119923,0.23354787,0.311734,0.2316913,0.19242725,0.16582768,0.28204063
pos_q5eg47_q9z129,0.3243644,0.10234976,0.18002918,0.36398557,0.4006396,0.54855114,0.66787964
pos_p29754_o09110,0.6969212,0.77490896,0.8269186,0.5666142,0.98955137,0.61592513,0.62046194
pos_q9dcj1_q8bxk4,0.6901336,0.07117102,0.010176251,0.2004846,0.24245152,0.2922988,0.5400157
pos_p70340_q5bkp2,0.3026925,0.6848637,0.81705564,0.39073324,0.054505624,0.52831364,0.30696395
pos_o08736_p35639,0.39078933,0.032590713,0.012661051,0.31284395,0.009930125,0.1359536,0.088315226
pos_q9ji91_q924x2,0.12264113,0.11727111,0.061022323,0.09986873,0.12056614,0.112823136,0.09947551
pos_o70309_o08850,0.36987355,0.026881464,0.3184323,0.100961454,0.12738489,0.30649886,0.018654356
pos_q5eg47_p97784,0.3675975,0.24469332,0.05764759,0.2779459,0.4375276,0.32305714,0.6621975
pos_p26262_q06138,0.52701956,0.06796896,0.0025046493,0.038583692,0.040240116,0.44683364,0.039948974
pos_q61581_p05017,0.31901604,0.606666,0.22550033,0.29287973,0.09438315,0.26910695,0.42745337
pos_q8vcm7_q9qum0,0.2961349,0.9468442,0.53516626,0.52581376,0.52248937,0.1983785,0.044337537
pos_q9z1m0_q9jip4,0.48994568,0.20908386,0.58801526,0.19278745,0.020456642,0.076073065,0.26398516
pos_q9cr16_q8r104,0.7423236,0.14773272,0.090844445,0.06903558,0.32289016,0.30604482,0.02259102
pos_p31750_q9cpv9,0.6814083,0.9495193,0.7733667,0.5826312,0.9908703,0.58242327,0.7883541
pos_q60765_q8bun5,0.08726866,0.07945197,0.26274985,0.36199394,0.001232965,0.28508976,0.06699936
pos_q9cq00_q3uer8,0.20429692,0.030131124,0.019580828,0.008449481,0.018711183,0.15692046,0.13425733
pos_p15066_q9jhi8,0.051959045,0.114483885,0.017175518,0.035905473,0.039774984,0.12968881,0.020038465
pos_q99mq3_p70406,0.4495051,0.1428576,0.011150406,0.10844412,0.38821176,0.14200073,0.07524259
pos_q03366_q5u462,0.06775189,0.38289285,0.58514374,0.17505974,0.24157815,0.36832383,0.008525511
pos_p31750_q99jw4,0.15310593,0.86109805,0.78925604,0.96877813,0.36056483,0.7222496,0.60444254
pos_p97501_p42227,0.65681493,0.018581806,0.24300797,0.3892505,0.18310206,0.27802232,0.6067552
pos_p23242_o54890,0.3682517,0.46708754,0.92548245,0.46897027,0.24699034,0.43206376,0.24960141
pos_q3upi1_q9dcm2,0.31706014,0.029999916,0.018235747,0.024955299,0.016684078,0.105161436,0.050270848
pos_q6p6j4_p00375,0.6323067,0.075636365,0.08526592,0.8274068,0.139306,0.24690834,0.94444907
pos_p0c605_p08414,0.43054977,0.9011641,0.8933296,0.9536292,0.9147496,0.78760654,0.9449989
pos_q9dcb8_q8k1m6,0.12098507,0.6535819,0.6663996,0.8846509,0.3856719,0.3189637,0.49925354
pos_p01580_p70380,0.5994279,0.4262197,0.17621148,0.07455112,0.064001076,0.08632487,0.062052358
pos_p31750_p59941,0.49995756,0.14632307,0.06649135,0.8977955,0.41623795,0.56260467,0.84198886
pos_q8cby8_q8r104,0.699199,0.10833394,0.079050004,0.157451,0.2512728,0.13336436,0.16896579
pos_p27545_q3ugx3,0.44698668,0.026912035,0.05332241,0.21022122,0.09455018,0.21015349,0.37670422
pos_p08680_p27782,0.083633654,0.110015236,0.20241733,0.025148395,0.015509923,0.16530094,4.0791673e-4
pos_p49582_p42227,0.6702559,0.23859085,0.9026022,0.6952742,0.8459833,0.5593808,0.43663168
pos_q3un02_p16331,0.7583338,0.56309015,0.059106253,0.17214298,0.19926395,0.2412316,0.16178213
pos_q9jkd3_p43252,0.49538863,0.018563632,0.127559,0.061954472,0.16545098,0.2821467,0.0074482462
pos_m0qw46_p29452,0.14638983,0.24621858,0.07887733,0.01720339,0.37933886,0.2339753,0.12243246
pos_f8wis9_q9dcb8,0.29205158,0.32005307,0.4292889,0.95868754,0.51256245,0.5939022,0.9541691
pos_q571f8_p02340,0.2747922,0.2025104,0.057997845,0.16123739,0.19271049,0.059904784,0.07514011
pos_q9cr61_p46638,0.6178037,0.023915792,0.0024167798,0.18499067,0.028777769,0.3902513,0.16862762
pos_p10605_p17047,0.11546851,0.47317663,0.23077422,0.79289496,0.061618295,0.36104804,0.179891
pos_p23204_q61009,0.5139763,0.036332764,0.05913027,0.79066306,0.25752997,0.262758,0.6428111
pos_p51437_g3x939,0.10075184,0.3287868,0.112285376,0.5771996,0.023419987,0.097040914,0.09078222
pos_q9r182_q9wvg5,0.2090939,0.5832597,0.2743555,0.4204479,0.36870912,0.19039062,0.074887894
pos_q61735_p07901,0.29280552,0.31099856,0.2527242,0.19896321,0.4886158,0.21052538,0.1739245
pos_q99lq1_q80u63,0.021888707,0.081676915,0.08073957,0.023808792,0.02822134,0.07424474,0.0100629795
pos_q61234_q8vdb2,0.22357845,0.01994446,0.0059076627,0.15621594,0.11396393,0.3283946,0.05006077
pos_q5eg47_q9d275,0.17096114,0.68799394,0.033707947,0.6149148,0.26371497,0.41109204,0.70163393
pos_q8vf89_p47936,0.71875775,0.4967724,0.76295364,0.83335906,0.93529505,0.35973477,0.47673783
pos_q05915_p60324,0.2775856,0.02944906,0.069235384,0.14435698,0.031655777,0.074095786,0.033086766
pos_p07901_p82349,0.04278955,0.027674189,0.17150469,0.35286614,0.014829309,0.0812264,0.051041562
pos_p09055_p16045,0.09555204,0.0685022,0.726531,0.28069293,0.19212696,0.45711786,0.38212237
pos_p01580_p04202,0.35263816,0.09555859,0.05619813,0.61486256,0.010112091,0.051017758,0.03274917
pos_p21275_p37237,0.33541757,0.85301036,0.9464433,0.8297313,0.50709677,0.34350976,0.16462144
pos_q99l13_q60932,0.7832716,0.2804129,0.63499695,0.23953703,0.25876808,0.2256204,0.6400461
pos_q9qy05_q9z2b2,0.062374555,0.21958369,8.599828e-4,0.077388324,0.099659294,0.06624067,0.08499044
pos_q9wvj2_q8c878,0.67709553,0.13779105,0.04938384,0.35089734,0.17098159,0.29870024,0.19259714
pos_q5eg47_q9jkp8,0.22223206,0.30422917,0.06023056,0.3782311,0.22714199,0.49215537,0.8378753
