file,VDWAALS,ESURF,TOTAL
P21274-O35565,-183.1243,-27.8518,-23.4511
P97431-P24699,-92.1626,-13.2321,-17.2357
Q8BMF4-O08749,-0.4326,0,0.0998
P45952-P50544,-313.0726,-44.5591,-75.7941
P07750-P26450,-164.7565,-25.8774,18.7801
P07750-Q9JLN9,-76.5601,-13.152,35.0045
P18155-Q60795,-123.518,-18.8164,-20.8011
Q06507-P18155,-157.2515,-27.7233,-72.004
P18155-Q9JLN9,-111.5499,-14.0868,85.3681
Q2EMV9-P42225,-258.4516,-43.1924,57.7933
P70288-Q2EMV9,425.533,-18.8607,586.5172
O88895-Q2EMV9,-121.7574,-20.0909,10.8603
Q9WV60-Q8C4U3,-151.2747,-21.4237,-7.8788
P02340-Q5DU02,-218.2729,-32.8668,-59.1809
O70325-P63017,0,0,0
O70325-P20029,0,0,0
Q62351-P02340,-88.5165,-12.7541,9.8781
Q9DBB1-P63085,-241.3516,-35.6303,-139.1019
Q08775-O35235,-72.214,-10.0287,-25.9819
O88879-A2AIV8,-153.9633,-26.9883,151.9867
P28867-P48025,-133.3331,-21.4738,-7.4579
Q9R0Q8-P48025,-109.8707,-16.241,3.9964
A2AIV8-Q8K3Z0,-194.628,-32.74,79.2835
Q9Z0H7-P70388,-87.0372,-16.6851,-21.91
Q9Z0H7-Q9Z2I4,-165.4217,-25.369,-67.5782
Q61093-Q9QUK6,-75.6694,-12.4379,26.9138
Q8BK64-Q9CXL1,-51.4877,-9.272,-28.125
P21841-Q9CXL1,-51.6776,-6.9401,-19.1457
P53349-Q91Y86,-340.9022,-49.8597,-59.9682
Q9R1E0-P09528,-57.596,-9.42,3.3669
P20352-P34960,-100.2994,-16.2569,8.3524
P48453-Q8CJ53,-177.1812,-29.6432,-34.5036
P35569-Q8BSK8,-247.0576,-40.029,-87.3189
P29268-P05125,-144.3826,-22.4554,-39.3393
Q9ESD7-Q08481,-330.5818,-47.4322,37.7734
P57774-Q08481,-61.968,-11.7283,-35.7533
Q6PDN3-P57774,-187.0368,-34.539,-7.269
P31750-O54890,-42.2218,-7.2283,23.8109
O54890-Q9QXY9,-102.9516,-13.8708,-8.5973
Q61221-P17809,-56.7846,-10.6404,4.2381
Q61221-P17710,-231.1924,-38.276,-5.2367
P17182-Q61221,-27.3217,-4.6069,17.1548
P70406-P56501,-193.5837,-32.7565,-79.5866
Q9CQV6-Q5SVR0,-246.6851,-39.98,-138.5233
P61372-Q8CFN5,-60.6015,-9.9758,-6.76
O88621-Q8CFN5,-79.0847,-12.6671,-38.4813
Q8CFN5-P70323,-116.9756,-20.3724,-72.9261
Q61039-P97443,-271.3441,-40.4401,-43.5112
Q61221-P47811,-86.4485,-18.6482,-9.1841
P08505-P22366,-83.5505,-12.4418,14.3358
P10810-P22366,-125.5938,-20.122,-6.3602
Q61501-Q923E4,-115.2569,-16.0897,-24.9969
Q01279-Q9CQ73,-513.4617,-83.435,-12.4793
E9Q557-Q01279,0,0,0
Q01279-P20918,-317.7253,-45.764,63.0064
O55111-P05480,-167.5971,-25.3529,-17.9774
Q8R1P4-Q9CQY1,-135.4882,-18.5751,-51.1155
O35565-P63015,-144.0549,-21.6857,-16.5419
Q8BK64-Q63844,-165.5284,-24.947,-10.3186
Q9JJR5-Q5EBG6,-27.2577,-4.4883,-7.2669
Q5EBG6-P05017,-20.8974,-3.0426,4.2184
P09055-P10833,-28.0292,-4.3086,9.8378
Q9DBB1-P13597,-120.6208,-14.6925,-7.1904
Q9WV60-Q9WVC6,-148.3075,-26.7495,-95.0073
Q9CQX2-Q9DCN2,-43.4379,-10.7282,-35.5746
Q9JM73-P30051,-236.3106,-33.0211,-69.6088
Q63943-P30051,-142.9365,-22.9486,-53.9251
Q8BH64-Q99JB8,-99.1455,-19.0906,-11.9122
P51637-O54724,-1.0296,-0.021,3.4819
P51637-Q8BH64,-7.1593,-1.2456,-0.1331
P97430-Q9Z2S7,-66.6117,-10.977,-31.8003
P28563-Q9Z2S7,-159.9579,-25.3555,-57.1217
P31750-P14901,-83.4521,-15.3408,-19.2745
P08505-Q62120,-189.8475,-29.3181,-52.2046
P08505-Q06831,-55.6041,-6.4172,-0.5513
Q60631-Q08481,-82.962,-11.9005,-0.1049
Q8R2S8-Q08481,-159.0778,-23.1958,37.2672
Q62227-Q08481,-89.8407,-14.902,-13.4172
P26041-Q08481,-212.6143,-32.0933,-45.5325
Q9ES52-Q08481,-217.0015,-33.8922,3.1833
P21274-Q62312,-67.8626,-15.1076,-28.4694
Q60793-Q08775,-58.1577,-8.3924,9.4864
Q60793-Q04887,-182.0431,-34.718,-76.2982
P35569-Q1XH17,-331.2297,-51.466,-125.728
P31750-Q1XH17,-79.3473,-20.2588,-22.0121
P34152-Q1XH17,-129.3331,-21.8137,-19.7453
P63001-Q1XH17,-80.2689,-12.6114,-22.0388
P20067-Q64705,-147.7945,-22.7535,-87.4191
P08505-Q00731,-88.5,-14.2156,-26.316
Q08369-P70324,-144.3602,-22.4999,-67.861
P25916-P02340,-261.9027,-38.9102,-69.936
P23299-Q9JJV9,-175.3187,-29.9497,-103.0849
Q9D3A8-Q9JJV9,-479.245,-75.7933,-115.4503
Q9JHQ5-Q62521,-68.1481,-12.8857,-42.2513
Q9R118-P04202,-109.7932,-14.7181,-23.9934
Q9CPV9-P48025,-93.4173,-15.7185,-4.0012
Q8BPY9-Q08297,-149.7273,-19.7085,-16.3388
Q60793-P63166,-74.1764,-18.6848,-87.6102
Q60793-P59110,-168.8577,-26.7252,-30.696
Q60793-Q8C181,-82.7321,-14.243,-24.8562
O35566-Q10738,-64.8738,-10.7923,-7.3517
Q01231-Q9CQ73,-183.2513,-26.5546,-0.7153
P47941-P70323,-275.9072,-44.0647,-133.9427
P63001-O08530,-137.9746,-23.428,-12.8271
Q99LI8-Q61187,-110.4589,-16.8356,27.2983
Q6PHN9-P58802,-152.6119,-22.983,-64.6159
Q99KN1-Q61187,-252.1291,-31.01,-33.644
Q9WV60-Q9Z206,-239.5912,-39.8778,-33.3465
Q9DA69-Q62226,-22.0984,-4.2281,-4.5092
P28028-P05132,-53.292,-6.7524,-12.5994
Q03347-Q6DIC0,-152.583,-23.5289,-62.3026
P17679-Q03347,-84.2788,-12.329,-49.8426
P09055-P21981,-120.3969,-20.1469,-15.9
P0DP27-P09055,-107.3644,-15.6058,-14.5655
P09055-Q00731,-8.9681,-2.1913,-13.4037
Q8BVZ5-P47811,-174.635,-29.9003,-33.878
P63158-P47811,-88.4546,-14.7382,-24.4959
P41731-Q8K3J9,-87.4285,-11.2431,-10.2473
Q61221-Q99NB9,-80.0059,-12.652,36.6124
P0DP26-P0CG50,-149.2405,-28.5324,65.7217
P0DP26-P70372,-198.3992,-38.7986,-43.265
P0DP26-Q01279,-119.0769,-18.2981,-19.0554
Q8R0I0-P12023,-256.291,-42.58,-8.7689
Q8BK64-Q9R1E0,-106.4679,-19.2052,-11.0338
P10417-O88597,-61.4808,-9.477,-23.1242
P10637-Q9JLN9,-1194.3035,-191.0461,365.0211
Q9Z0J7-Q64729,-155.4517,-20.8212,14.8943
P70424-Q9Z0J7,-105.9495,-18.5324,-29.0734
Q9JLN9-Q921P9,-318.0793,-53.1462,-25.8776
P12791-P13405,-208.1201,-33.9879,81.4715
P28293-P01582,-129.671,-17.1683,-69.7903
Q8BUN5-A2A5Z6,-545.1723,-87.9306,47.2027
O35253-A2A5Z6,-246.2402,-36.7416,-79.3833
P70302-Q8BJS4,-162.6906,-28.6522,-76.7961
P14733-P70302,-23.3993,-9.037,-21.5635
P11404-P23204,-46.4637,-7.1341,-18.8386
Q08857-P23204,-52.2385,-8.3105,-7.1573
P23204-Q91VE0,-67.7821,-9.4792,-11.906
Q3ULJ0-P26450,-140.1208,-21.9912,24.1737
P31750-Q3ULJ0,-140.6613,-24.0068,1.8542
P15116-P55292,-263.6488,-35.5968,-63.1632
P15116-O55111,-324.2919,-45.8905,-0.0285
P41163-P42582,-72.4491,-12.8156,-15.6915
Q61727-P42227,-124.2308,-20.9246,-16.3236
O35129-Q9JIA7,-153.4641,-20.8985,7.4915
O55127-Q8VHP8,-113.6226,-17.0787,-0.5069
O88876-Q8VHP8,-77.3996,-15.9654,-33.1894
Q9WUN2-Q60803,-130.3046,-20.1493,0.4305
O70325-Q9D0B0,0,0,0
Q811J3-Q9CUB6,-189.9558,-28.22,15.868
Q9CUB6-Q62351,-70.7743,-11.9176,-16.6307
Q68ED7-Q6Y4S4,-22.1145,-5.212,-26.0366
Q68ED7-P41160,-120.9207,-21.4487,-88.2806
Q64314-P35918,-161.8414,-26.2315,-52.8421
P35918-O54990,-284.7118,-44.3985,-43.1546
P19221-Q06194,-234.475,-37.184,-91.2842
A2AS89-Q9Z0J4,-115.2625,-14.2811,16.4967
D3Z7P3-P60324,-98.981,-16.7897,-30.385
Q6DYE8-Q7TSV4,-55.4702,-5.7624,25.1478
Q9R111-P15532,-40.4225,-9.8399,40.2364
Q61503-P11157,-78.7241,-11.0025,21.3681
P12850-Q8BQB2,-21.2362,-4.1194,12.8617
P50228-Q8BQB2,-29.7044,-5.1255,29.7611
P28293-O54819,-254.8378,-33.2447,-113.0231
P01101-P01108,-300.29,-53.4568,-76.2765
P08046-P01108,-102.2068,-24.5264,-58.0033
P51943-P28563,-162.3225,-26.8768,-28.4727
P28563-Q6PCP5,-32.6126,-6.7743,3.926
Q08874-Q3TKT4,-341.131,-50.9389,-23.3969
P60766-Q8K012,-148.1983,-24.9673,-86.6382
P60766-Q8CJ53,-98.9534,-17.5824,-88.3539
P35454-P97926,-180.9044,-27.0373,-91.3556
Q62463-P35454,-193.3935,-30.2469,-97.8561
P23242-P01139,-88.1777,-13.26,-11.447
Q80U93-Q8BLA8,-863.1357,-129.1205,147.7336
P97305-Q80U93,-316.5755,-56.6087,-88.531
Q61214-Q8BLA8,-92.9149,-15.6962,-3.6017
P08607-P27512,-51.1818,-10.0162,-27.4762
P30561-P08905,-123.3934,-17.7561,-46.1545
Q9D2Y4-Q9ET01,-149.6876,-29.3891,135.1923
P15105-Q9D2Y4,-123.606,-16.9264,38.2185
P26443-Q9D2Y4,-44.9096,-8.307,14.0515
P25118-P70196,-81.1481,-14.6627,18.7075
P47941-Q9QVP9,-214.6691,-33.1974,-149.5839
Q01147-Q9DBC7,-45.3085,-8.9424,-22.6374
Q5EG47-Q9DBC7,-241.801,-41.9663,-37.6087
Q8BRK8-Q9DBC7,-301.5679,-49.3715,-50.8034
Q9DBC7-P63101,-126.5974,-21.7744,-43.5189
P10148-P29533,-60.1389,-10.7336,-31.9063
Q61362-Q9D123,-97.0273,-12.2574,-29.5954
Q61362-Q9Z2J6,-95.4347,-16.8225,-23.726
O88786-P16110,-123.0919,-17.8503,-64.7686
Q61362-P16110,-167.0738,-25.4552,-52.8262
Q9ET78-P61014,-101.0203,-16.4617,-63.8462
Q80UP3-P02340,-328.2949,-50.8277,-100.7257
Q9WVS8-Q02956,-196.844,-36.2994,-76.7353
Q9Z2D6-Q9QXE7,-99.1847,-18.1697,-38.5965
Q6NVD0-Q9QXE7,0,0,0
P24527-Q9QXE7,-163.2431,-27.8074,74.9796
P70211-Q8K1S3,-327.0407,-49.6561,-8.2947
P39688-Q60795,-142.2378,-25.6753,-56.8176
Q61221-P47876,-417.1316,-68.6913,-164.1137
O09051-G3X939,-32.9024,-5.3302,-8.1127
P23927-P47811,-213.1496,-32.4808,-24.1004
Q07813-P23927,-39.2772,-5.7198,3.8814
P10417-P23927,-49.0305,-8.3911,-30.8519
Q60614-Q9JIM1,-76.3411,-8.9079,3.6515
Q60613-Q61672,-145.2691,-20.8255,-37.0941
P15656-P26450,-249.4392,-40.963,20.1678
Q8CGY8-Q8CF89,-428.8135,-64.4235,-48.7714
P63017-Q9EQQ9,-205.2774,-27.1713,10.3914
Q8BMJ2-Q8CGY8,-160.2688,-25.5252,139.6686
Q8R4B8-Q9QZL0,-110.4944,-13.7836,46.0713
Q8BJW6-Q8CGY8,-210.5916,-37.0593,165.7197
Q9Z2B5-Q8CGY8,-583.5843,-84.4179,-47.2395
Q9WV60-Q01705,-319.7335,-52.0328,-67.9301
O35350-P30558,-95.8683,-17.0742,-40.0968
Q9Z0F8-Q64695,-83.9448,-14.4079,5.4714
Q9Z0F8-O35350,-185.1719,-30.5269,7.556
O35350-Q08481,-183.8301,-30.3868,-41.0922
Q9Z0J4-Q8BSK8,-487.0008,-70.2711,-52.8341
Q9WV08-P21279,-99.1419,-18.1179,-36.2432
Q3TBT3-O70405,-175.204,-23.6836,-18.0317
Q3TBT3-Q80X56,-49.4371,-7.6357,-10.4265
P70671-P13516,-76.0686,-10.5928,-32.0511
Q9Z0F8-P39876,-206.897,-29.7852,-61.0599
Q9WV60-Q8VDU5,-218.026,-35.5945,-96.0335
P34056-P46938,-222.0339,-33.187,-85.7418
P53566-P46938,-325.7458,-47.8231,-66.5697
P98083-P46938,-350.0372,-53.2545,-167.7301
P30561-Q9JJY9,-57.0949,-10.257,-11.3223
Q9JJY9-Q9QUN7,-59.7946,-7.6585,-17.0426
P28776-P62340,-142.2049,-23.1125,82.4399
Q61337-P05017,-33.0726,-4.5409,-12.3425
O35639-Q99PS0,-71.5837,-13.427,20.0412
O35639-P55292,-113.7006,-16.8678,8.1796
O35639-O35718,-81.3915,-12.8909,-13.6262
O35639-Q9JJJ3,-61.2182,-11.1588,-9.5571
O35639-Q9JLF7,-92.1775,-14.5855,63.0202
Q8CDG1-P42227,-380.7246,-62.6955,-65.7477
P60882-Q9D074,-656.9554,-87.1121,-329.4147
Q9D074-Q99K82,-159.0696,-26.8884,-95.4457
Q9D074-Q3TEL6,-530.7896,-75.8841,-150.1923
Q61140-Q64010,-134.2331,-21.6294,-21.8537
O70421-P24383,-128.329,-16.732,-33.1634
P35582-Q62226,-83.6222,-10.3313,-34.6064
Q9JHI8-Q91W90,-140.6884,-18.9137,-7.4321
P11087-Q91W90,-56.3534,-7.2563,-1.6913
P54320-Q91W90,-3.1862,-0.012,6.3828
P29268-Q91W90,-120.898,-17.8419,-21.9322
P04202-Q91W90,-41.0362,-5.6793,-13.9783
Q00623-P18242,-100.6546,-16.1327,1.0963
P27512-P39428,-137.2853,-21.71,-76.6722
P39429-Q60803,-271.1427,-44.014,-148.6862
Q9JLV1-Q64318,-758.4641,-118.421,153.5772
Q68SA9-P12032,-108.0552,-14.738,-20.2032
Q68SA9-P11032,-72.6291,-12.907,-30.8057
Q68SA9-Q9R0G6,0,0,0
Q68SA9-P41245,-197.5138,-28.3093,15.4892
P51437-P26450,-129.5191,-22.0817,27.0505
O35659-Q9Z2V5,-346.1298,-53.3298,-82.9391
P47873-Q9JHI0,-136.6419,-22.5114,25.2888
P06795-Q7TMS5,-12.0695,-1.5767,5.0652
P07724-Q01279,-174.9763,-27.7826,-8.9724
Q02496-Q8VII8,-145.4381,-21.8529,-9.5755
Q91ZX1-Q02496,-144.6682,-20.8765,-52.1827
P31041-O88324,-56.2897,-9.6507,-16.853
P42082-P09793,-68.8111,-10.6376,-38.4197
P09056-Q02496,-132.4623,-19.716,9.2685
P10749-P30875,-116.2898,-20.2275,-69.687
O88410-Q9Z126,-217.224,-33.3393,-111.3949
Q62386-Q7TNI7,-299.1081,-39.1013,-190.2787
P35343-Q9EQI5,-288.879,-42.2946,-195.695
P40224-P16110,-83.6098,-10.3953,-9.4069
O55102-Q9D023,-45.8752,-7.15,-24.6418
P62962-P02340,-81.1268,-11.1286,-29.4473
Q9QYB2-Q8R104,-205.3529,-27.4114,-47.0503
O55143-Q9QYB2,-177.9007,-22.8445,37.5773
Q91WN4-Q8BUN5,-280.2527,-45.3085,-41.7624
Q91WN4-P97471,-158.4373,-22.1049,60.5792
P22366-Q9CUN6,-196.784,-25.9809,-13.0693
P30993-Q9QUN7,-80.7698,-15.5114,-25.4283
Q99JY1-P26450,-132.1154,-20.2066,-97.2031
Q8K4J6-Q8VIM5,-620.18,-104.7502,-89.5462
P59759-Q8VIM5,-376.3543,-59.9662,-58.2324
Q60793-Q9JM73,-123.9476,-19.8439,-54.4757
Q5HZJ0-P70340,-78.6762,-14.3718,-32.0888
Q5HZJ0-Q62371,-203.9741,-27.7611,4.0362
Q501J6-Q5HZJ0,-120.8818,-20.5915,-11.8766
P70340-Q62371,-188.6657,-27.5905,31.9941
Q5HZJ0-P02340,-238.469,-42.8597,-49.6722
Q5HZJ0-P19785,-466.8594,-75.3299,0.7448
P28798-P08505,-140.5439,-21.5237,-0.5615
P35569-O35718,-118.2143,-16.4731,-69.4256
Q9Z125-P02340,-47.5863,-10.0115,-34.0993
P31750-Q6DR98,-252.0902,-43.2941,-107.8257
Q99KI0-Q99PR8,-99.2795,-14.2176,0.8787
P70206-O08665,-316.3022,-51.1486,37.8544
Q8CJH3-O09126,-401.3296,-61.3351,-65.3371
Q9JL99-O09126,-119.0275,-19.9598,-64.9073
O09126-P48025,-205.4815,-28.6456,22.583
Q61039-P70326,-118.1325,-17.3104,-20.7228
Q61039-P70324,-28.7352,-5.9719,2.6054
P70390-P70324,-130.6935,-20.4848,-27.9234
P55284-Q8BMK4,-164.4662,-25.3438,130.7233
P55284-P30999,-325.3826,-62.6351,-123.5442
Q4U2R1-Q9WTK7,0,0,0
Q9Z0Z7-P04202,-181.3375,-26.9591,-65.9599
P11881-Q60932,-1.2042,0,1.329
Q9R1E0-P58022,-203.9555,-35.3934,-109.7326
Q2TPA8-P14404,-329.0012,-53.7011,-23.1362
Q99NF1-P14404,-466.8641,-68.8547,-68.2982
Q9Z319-P14404,-622.4537,-100.9338,-41.7421
Q8K211-Q00731,-38.4088,-5.1807,-2.3145
Q9Z319-P04202,-391.15,-59.9948,-76.3867
P40240-Q9QY33,-95.4709,-12.5078,-34.6622
Q9D2Y4-Q99MB1,-171.1504,-27.4271,96.4652
Q9QYG0-Q9QUN7,-121.5292,-15.1371,-0.6383
Q9D2Y4-Q9QUK6,-142.0605,-21.7352,114.3237
Q03358-P06804,-60.2993,-8.9403,2.3771
P21274-P08505,-90.3671,-15.7711,50.3282
P35428-Q08775,-74.3625,-11.1246,-10.4073
Q62227-P37238,-230.7525,-34.5767,-26.4976
Q61169-Q62227,-153.6064,-21.3275,-68.4986
Q9WVH4-O08586,-182.7808,-36.2201,-72.0233
O88874-Q14AX6,-346.9948,-57.2755,-189.8884
P31750-Q9CR00,-73.1711,-12.8266,-19.8263
Q69Z89-Q3U0S6,-541.3294,-81.0331,-155.1797
Q01147-Q3U182,-123.4063,-20.1833,-78.0716
Q62386-Q8VHH8,-270.2063,-36.3208,-142.8414
Q01705-A0A6I8MX38,-192.3414,-28.827,-50.9644
P08505-Q99P87,-165.2601,-23.2257,-57.6482
Q8BNE2-P05132,-162.7617,-31.8343,-2.5588
P62835-Q9EQZ6,-352.7028,-58.4729,72.364
Q05793-P62835,0,0,0
Q01147-P52946,-73.6478,-12.5916,-40.5718
P81122-P52946,-77.4151,-12.1357,-30.0571
Q61221-P14246,-41.3779,-8.3845,-9.5075
Q9R229-P36898,-87.3257,-14.6195,-40.6342
P70206-Q76KF0,-429.0529,-64.3239,-17.5319
Q8K1M6-Q9DCC8,-100.4035,-15.4851,7.7871
Q80TQ2-Q91Y86,-284.6397,-44.5591,11.2958
Q80TQ2-P47811,-211.4528,-32.732,-45.5411
Q9Z1P8-Q01279,-160.8363,-22.2464,36.8357
Q01279-P52332,-398.9682,-59.2497,-17.2428
E9Q557-Q3UIJ9,0,0,0
Q02257-Q3UIJ9,-114.3808,-18.0091,38.7475
P31750-O35286,-230.2754,-42.9988,107.1981
P26450-P04202,-169.1658,-26.2741,23.4131
P97369-Q9JHI8,-96.8916,-18.3123,3.6732
Q9CQ92-Q6PCP5,-123.7401,-17.2227,-38.7866
P47811-P20444,-242.4378,-44.3655,-19.3311
P54763-Q99KR7,-93.4131,-12.1653,-8.998
P60766-Q9QUI0,-51.1845,-8.6032,-7.098
P54763-P60324,-256.4337,-38.7894,-55.5097
P45481-P27577,-738.5441,-116.9781,-175.5758
Q8BMK4-O54908,-79.9945,-17.5504,-46.9764
Q8BMK4-P26450,-165.212,-30.739,-21.9582
P11440-Q8K1M6,-77.9157,-13.5144,-2.9344
Q811U4-Q99MQ3,-44.5166,-5.7658,9.0846
P0DP26-P0DP27,-112.3428,-18.6236,28.8685
P0DP27-P0DP28,-115.2504,-18.7052,27.7702
P41233-P60766,-35.339,-7.8044,-8.0212
O08908-B2RU80,-444.6356,-73.4343,-34.2917
P52800-Q9QUS4,-65.4323,-10.9171,-12.5996
B2RY04-Q6PDN3,0,0,0
P63085-P40630,-94.5849,-18.1131,-25.097
P05132-P40630,-59.0796,-15.1061,-78.7437
O55102-P40630,-159.8829,-27.0277,-58.5995
P40630-P02340,-125.6339,-21.4489,-6.4859
Q61985-Q8R104,-187.091,-23.2281,-47.6358
P41778-Q3TVI8,-308.8957,-51.9639,-119.2037
P19785-Q3TVI8,-267.1318,-48.6737,-140.2932
O08537-Q3TVI8,-208.3712,-44.21,-104.5113
P23204-A2A935,-727.5558,-123.9305,-22.2567
Q925J9-A2A935,-1801.5465,-276.9855,144.4607
Q00322-A2A935,-287.5544,-51.4563,-89.6229
P19536-Q3U4I7,-2.3365,-0.0021,5.3061
P60324-P22777,-80.8579,-10.6381,28.1098
A0A2Z4MSG2-Q9QYS1,-224.8972,-31.0211,-17.8458
Q91ZR3-P05132,-107.0124,-19.082,-46.3104
Q06507-Q91ZR3,-227.1032,-40.6355,-151.4543
Q8BNJ2-Q8CG19,-495.7919,-70.2523,-110.25
Q8BNJ2-Q62059,0,0,0
P97309-P15806,-189.9489,-28.3976,-115.8717
Q01147-P97309,-21.9328,-3.7021,-15.1672
P41233-Q64343,-97.3721,-13.9691,-6.4035
P63034-P22366,-115.5326,-17.412,33.0341
P62331-P63034,-161.6391,-26.0477,-110.5404
Q68FF6-Q8C310,-437.3633,-69.753,-30.1338
Q60765-P70434,-44.1385,-7.6131,9.7425
P70434-P17918,-89.7767,-11.9251,9.9618
Q60765-P17918,-65.4411,-9.6728,-27.9771
O08689-P42227,-163.1119,-22.9803,-12.6039
P41245-O35657,-239.308,-30.6189,-2.2789
Q91Y57-Q9QUK6,-119.19,-18.8962,53.784
Q09014-P27773,-178.6809,-25.4339,3.5871
P21274-Q6NZL8,-72.6516,-11.9504,-8.2608
Q8VIK5-Q6NZL8,-149.8353,-23.3905,-18.4823
Q9JJS0-Q62226,-126.6935,-17.9202,-14.3342
P97812-Q9JJS0,-93.7362,-14.1339,15.1281
Q61115-Q9JJS0,-104.0722,-13.7223,9.8504
Q66PY1-P04202,-199.2687,-26.6076,1.6217
P21274-Q66PY1,-79.8523,-13.2266,-0.9786
P21275-Q66PY1,-60.9538,-11.3533,-5.2145
Q00342-Q6NZL8,-139.8436,-24.0347,-40.148
P25911-Q6NZL8,-166.0595,-27.0637,3.9173
Q8R1P4-Q9D906,-213.8735,-32.7693,-87.0787
Q8VIM5-O35437,-178.2941,-27.7111,-114.8091
O08586-Q9JM73,-99.1473,-14.5509,-26.3659
O54918-A0A2R8VHR8,-57.5375,-8.5857,-43.8088
Q8VIM5-Q04207,-127.7362,-21.016,-19.531
Q8VIM5-Q08775,-99.2296,-14.7751,10.4359
P26450-P23204,-201.7982,-34.6025,-13.8139
Q9CZ52-Q6ZQF0,-102.0086,-18.3789,41.8909
Q8BMG1-Q6ZQF0,-328.3115,-58.5192,25.3088
P47811-Q6PHU5,-344.0597,-52.9806,-29.6583
P43300-Q06219,-115.4753,-18.0605,2.4287
P98086-P14106,-293.9017,-43.0035,-193.4179
Q02105-P21180,-42.513,-6.3206,-2.7734
Q6PDN3-O88643,-703.1326,-119.9851,-22.4137
Q8CIZ9-P63001,-71.6024,-7.8527,-23.6685
Q9Z0J4-P09671,-80.6066,-11.2986,24.2621
Q6A068-P11440,-28.1422,-5.1535,2.9482
O35286-Q3UYV9,-317.5102,-50.0293,173.2259
Q9CW03-Q8CG47,-454.5182,-83.4493,83.1066
P05125-Q8CGB6,-279.8322,-43.3425,-35.0876
P48036-Q1XH17,-48.1856,-11.4453,-51.0788
Q91ZX7-P07309,0,0,0
A2ARV4-P07309,0,0,0
Q9DBL9-Q6NZM9,-103.7575,-15.1862,-21.5373
P04351-P26450,-59.3862,-11.7287,-9.0269
P01108-P17433,-59.3625,-16.5069,-51.3701
P13597-P42227,-117.7987,-15.1062,22.5644
P63017-Q61187,-66.6607,-9.9406,17.2643
Q5EBG6-P08505,-79.6029,-9.6085,-28.5473
Q924X6-Q80W65,-200.7362,-30.3699,-36.4737
Q80W65-Q61009,-378.5711,-55.3107,45.1841
P41233-Q80W65,-191.5332,-27.5773,-10.9182
Q8K1M6-Q80W65,-65.5566,-12.9742,73.9496
Q01705-Q80W65,-463.077,-64.8313,-11.2848
Q80W65-Q99MQ3,-161.8257,-21.7101,-29.3783
Q80W65-Q9WVS6,-276.0112,-40.7025,111.4347
P47811-Q00731,-190.6755,-37.0506,-88.1015
P97471-Q64729,-197.7209,-29.1774,8.9569
Q61221-P17433,-105.6392,-17.2178,-12.5226
P11416-O89090,-120.119,-18.1242,33.8103
P17679-P97471,-118.2865,-15.6663,-21.1353
Q01147-Q03347,-33.4537,-4.9383,-4.8485
P48754-P01108,-745.6339,-120.6393,193.7972
O09106-Q61069,-71.843,-12.9549,-49.708
Q61160-P25446,-42.3061,-7.4211,5.2946
P70335-P29533,-100.0475,-12.8443,-14.7695
P13597-P70335,-158.8755,-23.324,36.8412
Q07813-P23242,-63.362,-8.5011,-3.7529
P70372-Q923E4,-238.225,-33.0646,-57.694
P21279-P02798,-32.2243,-3.3269,10.5723
Q8C0J2-Q8VHL1,-141.1182,-26.7684,-55.7982
Q8C0J2-Q6ZQ88,-335.1701,-49.1177,71.0834
P70288-Q6ZQ88,-130.7386,-27.3186,-17.5271
P15655-P47811,-152.7268,-23.4011,-1.8196
P47811-Q9JM73,-290.1418,-44.9731,-110.5288
Q8K4J6-Q8BUN5,-129.3484,-23.7495,-78.5197
Q8BWT1-Q9WVH3,-99.0607,-16.3644,-16.2511
Q9WV60-P07901,-100.6134,-18.1065,-13.9281
P21274-O35182,-50.6614,-6.9421,57.4676
P54763-P18654,-386.2111,-57.4507,126.9955
P58334-P23204,-68.5155,-8.7091,-14.0159
P35991-P26450,-103.0499,-16.4344,-6.7047
Q8VC88-P05125,-86.1061,-12.8057,-37.9351
O54908-P97309,-37.773,-6.4935,-8.1071
P47811-Q8BUN5,-64.9108,-13.5985,-3.1183
Q80U93-P47226,-446.1604,-65.5524,-102.6883
P68404-O35326,-144.1852,-25.8035,-89.8266
Q80SY4-P70398,0,0,0
P97469-P56399,-307.9247,-49.3244,-26.204
Q8VHG2-Q9JMA1,-351.7307,-59.4776,-64.8696
P56135-P23242,-42.066,-5.8246,-14.0479
Q01279-P02340,-178.7725,-28.7042,-13.1561
Q9CWS0-Q9Z0J4,-234.0781,-36.6585,191.678
P37172-P23359,-163.1706,-23.9584,-32.6702
P27038-P21275,-68.2276,-15.3599,-32.0041
P41183-Q501J6,-202.7038,-33.4371,13.7822
P41183-Q8K1M6,-363.8929,-55.6556,78.1627
P35917-Q8BHC0,-176.5575,-25.7223,-13.8063
P35917-Q62011,-92.3656,-13.9581,-50.9339
Q9QXK8-O55040,-220.5044,-30.3621,-95.0458
Q9JJY9-Q80XZ4,-83.4761,-12.3599,-56.3077
Q8K3I6-Q00560,-101.9551,-14.929,-47.1672
P31750-Q8CGY8,-290.5698,-45.5076,46.5587
Q60795-Q8CGY8,-382.6644,-62.0538,-46.5013
Q01279-Q9QZM4,-72.6147,-9.3196,-2.5408
P23242-Q9WTU6,-79.9145,-13.0801,-18.0235
P22366-Q9JLF7,-86.5255,-10.5271,-64.3472
P23204-P04202,-109.5481,-14.073,-33.47
